ID_participant,cog_load,pft_stim,first_procedure,operations1.corr,operations1.rt,operations2.corr,operations2.rt,operations3.corr,operations3.rt,gender,age,vosi_object,vosi_spatial,exp_model,exp_photo,exp_math,exp_experiment
22,1,PFT10.png,ATT,-,-,0,1.9729314,-,-,f,19,54,44,1,3,4,0
22,1,PFT2.png,ATT,1,4.3406888,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT16.png,ATT,-,-,0,2.3040285,-,-,f,19,54,44,1,3,4,0
22,1,PFT6.png,ATT,1,3.2777894,-,-,-,-,f,19,54,44,1,3,4,0
22,1,PFT21.png,ATT,-,-,-,-,1,2.252147,f,19,54,44,1,3,4,0
22,1,PFT18.png,ATT,-,-,-,-,0,7.7881484,f,19,54,44,1,3,4,0
31,1,PFT11.png,PFT,-,-,1,17.3107151,-,-,f,19,60,37,1,6,4,0
31,1,PFT17.png,PFT,-,-,-,-,1,13.4026011,f,19,60,37,1,6,4,0
31,1,PFT5.png,PFT,1,2.741876,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT19.png,PFT,-,-,-,-,1,12.0190104,f,19,60,37,1,6,4,0
31,1,PFT3.png,PFT,1,2.7490324,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT7.png,PFT,1,3.8961804,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT15.png,PFT,-,-,1,13.0315169,-,-,f,19,60,37,1,6,4,0
31,1,PFT13.png,PFT,-,-,1,7.7735905,-,-,f,19,60,37,1,6,4,0
31,1,PFT18.png,PFT,-,-,-,-,1,15.6114264,f,19,60,37,1,6,4,0
31,1,PFT8.png,PFT,1,2.5069905,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT1.png,PFT,1,2.2872533,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT21.png,PFT,-,-,-,-,0,15.8184621,f,19,60,37,1,6,4,0
31,1,PFT6.png,PFT,0,3.4402312,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT23.png,PFT,-,-,-,-,0,23.0525838,f,19,60,37,1,6,4,0
31,1,PFT16.png,PFT,-,-,1,6.5021136,-,-,f,19,60,37,1,6,4,0
31,1,PFT2.png,PFT,1,2.8252737,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT4.png,PFT,1,3.277606,-,-,-,-,f,19,60,37,1,6,4,0
31,1,PFT24.png,PFT,-,-,-,-,1,11.4387968,f,19,60,37,1,6,4,0
31,1,PFT10.png,PFT,-,-,1,1.8282945,-,-,f,19,60,37,1,6,4,0
31,1,PFT9.png,PFT,-,-,1,9.5245329,-,-,f,19,60,37,1,6,4,0
32,1,PFT18.png,PFT,-,-,-,-,1,7.9789414,f,19,60,31,1,5,3,0
32,1,PFT8.png,PFT,0,2.9239962,-,-,-,-,f,19,60,31,1,5,3,0
32,1,PFT19.png,PFT,-,-,-,-,0,14.042087,f,19,60,31,1,5,3,0
32,1,PFT13.png,PFT,-,-,0,4.493288,-,-,f,19,60,31,1,5,3,0
32,1,PFT7.png,PFT,1,2.9029558,-,-,-,-,f,19,60,31,1,5,3,0
32,1,PFT15.png,PFT,-,-,1,10.3800182,-,-,f,19,60,31,1,5,3,0
